code,term,dmd,type
23305211000001107,VMP previous to 703792001,23305211000001107,VMP
23305311000001104,VMP previous to 703793006,23305311000001104,VMP
23305411000001106,VMP previous to 703794000,23305411000001106,VMP
23344611000001100,VMP previous to 703809005,23344611000001100,VMP
23604711000001106,VMP previous to 703799005,23604711000001106,VMP
23604811000001103,VMP previous to 703800009,23604811000001103,VMP
24422211000001103,VMP previous to 703959000,24422211000001103,VMP
24422311000001106,VMP previous to 703960005,24422311000001106,VMP
24422411000001104,VMP previous to 703958008,24422411000001104,VMP
24510811000001100,VMP previous to 703788008,24510811000001100,VMP
317361001,VMP previous to 377216000,317361001,VMP
318094008,VMP previous to 410896007,318094008,VMP
318122004,VMP previous to 377566005,318122004,VMP
318576008,VMP previous to 377211005,318576008,VMP
324067003,VMP previous to 408607002,324067003,VMP
324848003,VMP previous to 422836001,324848003,VMP
326342007,VMP previous to 377414004,326342007,VMP
331824000,VMP previous to 374372000,331824000,VMP
331825004,VMP previous to 396279000,331825004,VMP
331826003,VMP previous to 374014000,331826003,VMP
331830000,VMP previous to 375668004,331830000,VMP
331831001,VMP previous to 375669007,331831001,VMP
3328511000001105,VMP previous to 407914001,3328511000001105,VMP
3329411000001103,VMP previous to 330629004,3329411000001103,VMP
3367611000001103,VMP previous to 407846000,3367611000001103,VMP
3367811000001104,VMP previous to 407847009,3367811000001104,VMP
3368011000001106,VMP previous to 407848004,3368011000001106,VMP
3368411000001102,VMP previous to 376863000,3368411000001102,VMP
3368911000001105,VMP previous to 377360003,3368911000001105,VMP
3371711000001109,VMP previous to 332215004,3371711000001109,VMP
3377911000001103,VMP previous to 407900001,3377911000001103,VMP
3404111000001105,VMP previous to 407788001,3404111000001105,VMP
3404411000001100,VMP previous to 407789009,3404411000001100,VMP
3404611000001102,VMP previous to 407915000,3404611000001102,VMP
3411011000001108,VMP previous to 407909000,3411011000001108,VMP
3411111000001109,VMP previous to 407907003,3411111000001109,VMP
3411211000001103,VMP previous to 407908008,3411211000001103,VMP
3422611000001100,VMP previous to 400645002,3422611000001100,VMP
3432811000001104,VMP previous to 330731001,3432811000001104,VMP
3435011000001100,VMP previous to 376807001,3435011000001100,VMP
3441211000001106,VMP previous to 347223007,3441211000001106,VMP
3444211000001108,VMP previous to 388930005,3444211000001108,VMP
3459311000001101,VMP previous to 330466003,3459311000001101,VMP
3462511000001107,VMP previous to 377470000,3462511000001107,VMP
3462611000001106,VMP previous to 377572005,3462611000001106,VMP
3477511000001102,VMP previous to 407791001,3477511000001102,VMP
3478811000001100,VMP previous to 400584004,3478811000001100,VMP
3480811000001107,VMP previous to 407784004,3480811000001107,VMP
3484611000001101,VMP previous to 400849005,3484611000001101,VMP
3485711000001109,VMP previous to 407910005,3485711000001109,VMP
3485811000001101,VMP previous to 400771006,3485811000001101,VMP
3487411000001109,VMP previous to 330529007,3487411000001109,VMP
3494211000001102,VMP previous to 407808007,3494211000001102,VMP
3498511000001106,VMP previous to 400605006,3498511000001106,VMP
3498711000001101,VMP previous to 407803003,3498711000001101,VMP
3501711000001101,VMP previous to 337375002,3501711000001101,VMP
3508611000001102,VMP previous to 400680003,3508611000001102,VMP
3508811000001103,VMP previous to 400566001,3508811000001103,VMP
3514311000001100,VMP previous to 400747004,3514311000001100,VMP
3514411000001107,VMP previous to 400772004,3514411000001107,VMP
3521411000001101,VMP previous to 408604009,3521411000001101,VMP
3544611000001104,VMP previous to 328570003,3544611000001104,VMP
3544711000001108,VMP previous to 328157002,3544711000001108,VMP
3558011000001100,VMP previous to 407891009,3558011000001100,VMP
3558411000001109,VMP previous to 375252000,3558411000001109,VMP
3558511000001108,VMP previous to 400674006,3558511000001108,VMP
3558611000001107,VMP previous to 400419002,3558611000001107,VMP
3558811000001106,VMP previous to 400795008,3558811000001106,VMP
3558911000001101,VMP previous to 328664004,3558911000001101,VMP
3559911000001109,VMP previous to 400627002,3559911000001109,VMP
3560211000001101,VMP previous to 400760005,3560211000001101,VMP
3591511000001108,VMP previous to 400504001,3591511000001108,VMP
35917511000001103,VMP previous to 320414004,35917511000001103,VMP
35921111000001106,VMP previous to 322623000,35921111000001106,VMP
3602211000001105,VMP previous to 400729005,3602211000001105,VMP
3604211000001101,VMP previous to 408616003,3604211000001101,VMP
3655511000001106,VMP previous to 320952008,3655511000001106,VMP
3655711000001101,VMP previous to 408614000,3655711000001101,VMP
3678311000001106,VMP previous to 319855002,3678311000001106,VMP
3682711000001102,VMP previous to 321362000,3682711000001102,VMP
3689911000001105,VMP previous to 330545009,3689911000001105,VMP
3701311000001104,VMP previous to 330848002,3701311000001104,VMP
374402002,VMP previous to 407889001,374402002,VMP
377142008,VMP previous to 400430004,377142008,VMP
3805811000001108,VMP previous to 374667004,3805811000001108,VMP
3818111000001109,VMP previous to 332258000,3818111000001109,VMP
3818711000001105,VMP previous to 407809004,3818711000001105,VMP
3819011000001103,VMP previous to 407855002,3819011000001103,VMP
3819111000001102,VMP previous to 407856001,3819111000001102,VMP
3864311000001102,VMP previous to 407832000,3864311000001102,VMP
3926211000001104,VMP previous to 370195008,3926211000001104,VMP
3947611000001102,VMP previous to 330623003,3947611000001102,VMP
3948311000001108,VMP previous to 376658002,3948311000001108,VMP
3983311000001107,VMP previous to 408597001,3983311000001107,VMP
400867003,VMP previous to 407837006,400867003,VMP
4008811000001103,VMP previous to 333135004,4008811000001103,VMP
4030511000001106,VMP previous to 324860002,4030511000001106,VMP
4031411000001103,VMP previous to 408027002,4031411000001103,VMP
4033911000001107,VMP previous to 348445008,4033911000001107,VMP
4072311000001103,VMP previous to 332453006,4072311000001103,VMP
408156000,VMP previous to 408157009,408156000,VMP
4090211000001104,VMP previous to 321347002,4090211000001104,VMP
4105311000001105,VMP previous to 395278001,4105311000001105,VMP
410837000,VMP previous to 407890005,410837000,VMP
4110211000001108,VMP previous to 407857005,4110211000001108,VMP
4110311000001100,VMP previous to 407858000,4110311000001100,VMP
4119311000001109,VMP previous to 329216009,4119311000001109,VMP
4119511000001103,VMP previous to 329217000,4119511000001103,VMP
4172411000001103,VMP previous to 408036003,4172411000001103,VMP
4172511000001104,VMP previous to 408037007,4172511000001104,VMP
4172611000001100,VMP previous to 408024009,4172611000001100,VMP
4195511000001102,VMP previous to 407831007,4195511000001102,VMP
4224911000001104,VMP previous to 6259002,4224911000001104,VMP
423074002,VMP previous to 784590000,423074002,VMP
4253211000001109,VMP previous to 407824008,4253211000001109,VMP
4288511000001109,VMP previous to 408149006,4288511000001109,VMP
4337611000001105,VMP previous to 374872005,4337611000001105,VMP
4339611000001100,VMP previous to 407917008,4339611000001100,VMP
4340511000001108,VMP previous to 386118009,4340511000001108,VMP
4340611000001107,VMP previous to 386117004,4340611000001107,VMP
4367611000001101,VMP previous to 407861004,4367611000001101,VMP
4427311000001105,VMP previous to 374906008,4427311000001105,VMP
4427711000001109,VMP previous to 400687000,4427711000001109,VMP
4503511000001108,VMP previous to 385585000,4503511000001108,VMP
4503611000001107,VMP previous to 385586004,4503611000001107,VMP
4503711000001103,VMP previous to 408146004,4503711000001103,VMP
4503811000001106,VMP previous to 408060004,4503811000001106,VMP
4504211000001108,VMP previous to 408072005,4504211000001108,VMP
4504311000001100,VMP previous to 408071003,4504311000001100,VMP
4508611000001100,VMP previous to 408602008,4508611000001100,VMP
4508711000001109,VMP previous to 408601001,4508711000001109,VMP
4556011000001102,VMP previous to 371194003,4556011000001102,VMP
4556711000001100,VMP previous to 376209006,4556711000001100,VMP
4556811000001108,VMP previous to 376508004,4556811000001108,VMP
4557111000001103,VMP previous to 373966004,4557111000001103,VMP
4559811000001102,VMP previous to 428005004,4559811000001102,VMP
4562311000001106,VMP previous to 407828006,4562311000001106,VMP
4600911000001103,VMP previous to 408020000,4600911000001103,VMP
4601211000001101,VMP previous to 395519000,4601211000001101,VMP
4601411000001102,VMP previous to 408155001,4601411000001102,VMP
4601511000001103,VMP previous to 375899001,4601511000001103,VMP
4631211000001107,VMP previous to 326603003,4631211000001107,VMP
4637611000001100,VMP previous to 408055003,4637611000001100,VMP
4637711000001109,VMP previous to 385542009,4637711000001109,VMP
4638411000001104,VMP previous to 385543004,4638411000001104,VMP
4651211000001108,VMP previous to 376656003,4651211000001108,VMP
4660411000001107,VMP previous to 376675008,4660411000001107,VMP
4728011000001101,VMP previous to 371748006,4728011000001101,VMP
4747511000001108,VMP previous to 408070002,4747511000001108,VMP
4747611000001107,VMP previous to 408068006,4747611000001107,VMP
4747711000001103,VMP previous to 408069003,4747711000001103,VMP
4812011000001108,VMP previous to 327399009,4812011000001108,VMP
4842611000001106,VMP previous to 386119001,4842611000001106,VMP
4860611000001103,VMP previous to 375195005,4860611000001103,VMP
4956911000001105,VMP previous to 408067001,4956911000001105,VMP
5000111000001100,VMP previous to 429830008,5000111000001100,VMP
5001411000001101,VMP previous to 395518008,5001411000001101,VMP
5014811000001104,VMP previous to 408040007,5014811000001104,VMP
5014911000001109,VMP previous to 408052000,5014911000001109,VMP
5015011000001109,VMP previous to 408050008,5015011000001109,VMP
5015111000001105,VMP previous to 408051007,5015111000001105,VMP
5211211000001108,VMP previous to 374897009,5211211000001108,VMP
5322611000001103,VMP previous to 409121008,5322611000001103,VMP
5322711000001107,VMP previous to 409122001,5322711000001107,VMP
5376511000001102,VMP previous to 408140005,5376511000001102,VMP
5420611000001109,VMP previous to 409211007,5420611000001109,VMP
5436011000001101,VMP previous to 408025005,5436011000001101,VMP
5627811000001105,VMP previous to 375194009,5627811000001105,VMP
5708111000001101,VMP previous to 407071001,5708111000001101,VMP
5709411000001103,VMP previous to 410958005,5709411000001103,VMP
6894111000001106,VMP previous to 410944008,6894111000001106,VMP
7335411000001106,VMP previous to 409150001,7335411000001106,VMP
7353011000001104,VMP previous to 413594004,7353011000001104,VMP
7353111000001103,VMP previous to 413595003,7353111000001103,VMP
7425811000001101,VMP previous to 377040003,7425811000001101,VMP
7528911000001109,VMP previous to 409209003,7528911000001109,VMP
7529911000001101,VMP previous to 409208006,7529911000001101,VMP
7640311000001104,VMP previous to 406787003,7640311000001104,VMP
7640411000001106,VMP previous to 406788008,7640411000001106,VMP
7640511000001105,VMP previous to 406790009,7640511000001105,VMP
7659411000001104,VMP previous to 407040005,7659411000001104,VMP
7659511000001100,VMP previous to 407041009,7659511000001100,VMP
7659611000001101,VMP previous to 407042002,7659611000001101,VMP
7659711000001105,VMP previous to 407043007,7659711000001105,VMP
7659811000001102,VMP previous to 407044001,7659811000001102,VMP
7660011000001109,VMP previous to 395516007,7660011000001109,VMP
7660111000001105,VMP previous to 408039005,7660111000001105,VMP
7718611000001105,VMP previous to 395521005,7718611000001105,VMP
7718711000001101,VMP previous to 409298002,7718711000001101,VMP
7720911000001108,VMP previous to 375426008,7720911000001108,VMP
7721011000001100,VMP previous to 375785009,7721011000001100,VMP
7877011000001109,VMP previous to 408085008,7877011000001109,VMP
7903111000001103,VMP previous to 415161007,7903111000001103,VMP
7903211000001109,VMP previous to 415162000,7903211000001109,VMP
7903311000001101,VMP previous to 415163005,7903311000001101,VMP
7903411000001108,VMP previous to 415164004,7903411000001108,VMP
7903511000001107,VMP previous to 415165003,7903511000001107,VMP
7903611000001106,VMP previous to 415166002,7903611000001106,VMP
7903711000001102,VMP previous to 415167006,7903711000001102,VMP
7967511000001101,VMP previous to 409224007,7967511000001101,VMP
8013711000001104,VMP previous to 414695000,8013711000001104,VMP
8044911000001106,VMP previous to 415556002,8044911000001106,VMP
8045011000001106,VMP previous to 415557006,8045011000001106,VMP
8153611000001109,VMP previous to 377488008,8153611000001109,VMP
8160811000001109,VMP previous to 413593005,8160811000001109,VMP
8160911000001104,VMP previous to 414606006,8160911000001104,VMP
8175411000001107,VMP previous to 375396003,8175411000001107,VMP
8175511000001106,VMP previous to 409125004,8175511000001106,VMP
8285611000001103,VMP previous to 409124000,8285611000001103,VMP
8285811000001104,VMP previous to 416515008,8285811000001104,VMP
8507911000001106,VMP previous to 407011007,8507911000001106,VMP
8508011000001108,VMP previous to 407012000,8508011000001108,VMP
8520311000001102,VMP previous to 409467001,8520311000001102,VMP
8561711000001104,VMP previous to 376878007,8561711000001104,VMP
8664311000001109,VMP previous to 409197000,8664311000001109,VMP
8669911000001106,VMP previous to 416206000,8669911000001106,VMP
8793011000001102,VMP previous to 426016003,8793011000001102,VMP
8794611000001107,VMP previous to 321741003,8794611000001107,VMP
8796811000001104,VMP previous to 376832004,8796811000001104,VMP
8797111000001109,VMP previous to 375193003,8797111000001109,VMP
8797311000001106,VMP previous to 375196006,8797311000001106,VMP
8972711000001107,VMP previous to 409393009,8972711000001107,VMP
8972811000001104,VMP previous to 409394003,8972811000001104,VMP
8972911000001109,VMP previous to 409395002,8972911000001109,VMP
8985911000001108,VMP previous to 376998003,8985911000001108,VMP
9042811000001105,VMP previous to 406786007,9042811000001105,VMP
9042911000001100,VMP previous to 417231005,9042911000001100,VMP
9043011000001108,VMP previous to 416946001,9043011000001108,VMP
9084811000001106,VMP previous to 375993004,9084811000001106,VMP
9306311000001108,VMP previous to 410930002,9306311000001108,VMP
9306411000001101,VMP previous to 417050003,9306411000001101,VMP
9306511000001102,VMP previous to 417678003,9306511000001102,VMP
9315911000001100,VMP previous to 414177002,9315911000001100,VMP
9316011000001108,VMP previous to 414178007,9316011000001108,VMP
9316111000001109,VMP previous to 414179004,9316111000001109,VMP
9363811000001107,VMP previous to 418125001,9363811000001107,VMP
9406611000001108,VMP previous to 347201008,9406611000001108,VMP
9406911000001102,VMP previous to 347210000,9406911000001102,VMP
9409811000001101,VMP previous to 375739006,9409811000001101,VMP
9410711000001104,VMP previous to 347088006,9410711000001104,VMP
9467711000001102,VMP previous to 418352003,9467711000001102,VMP
9467811000001105,VMP previous to 418855005,9467811000001105,VMP
9475811000001106,VMP previous to 376771007,9475811000001106,VMP
9475911000001101,VMP previous to 376770008,9475911000001101,VMP
9574911000001108,VMP previous to 386020005,9574911000001108,VMP
9750611000001105,VMP previous to 419994001,9750611000001105,VMP
1137333005,VMP subsequent to 449109006,1137333005,VMP
1137623008,VMP subsequent to 449333009,1137623008,VMP
1156293009,VMP subsequent to 331746003,1156293009,VMP
116081000001104,VMP subsequent to 444988004,116081000001104,VMP
116281000001109,VMP subsequent to 376491004,116281000001109,VMP
133131000001104,VMP subsequent to 332092005,133131000001104,VMP
133141000001106,VMP subsequent to 332081009,133141000001106,VMP
41485311000001102,VMP subsequent to 324726004,41485311000001102,VMP
41485411000001109,VMP subsequent to 324728003,41485411000001109,VMP
41485511000001108,VMP subsequent to 330284003,41485511000001108,VMP
41485611000001107,VMP subsequent to 324729006,41485611000001107,VMP
41485711000001103,VMP subsequent to 333020002,41485711000001103,VMP
41485811000001106,VMP subsequent to 324735006,41485811000001106,VMP
41485911000001101,VMP subsequent to 324744007,41485911000001101,VMP
41486011000001109,VMP subsequent to 324793002,41486011000001109,VMP
41486111000001105,VMP subsequent to 324792007,41486111000001105,VMP
41486211000001104,VMP subsequent to 324797001,41486211000001104,VMP
41486311000001107,VMP subsequent to 324795009,41486311000001107,VMP
41486411000001100,VMP subsequent to 408597001,41486411000001100,VMP
41486511000001101,VMP subsequent to 324783009,41486511000001101,VMP
41486611000001102,VMP subsequent to 324786001,41486611000001102,VMP
41486711000001106,VMP subsequent to 324781006,41486711000001106,VMP
41486811000001103,VMP subsequent to 333030006,41486811000001103,VMP
41486911000001108,VMP subsequent to 324821004,41486911000001108,VMP
41487011000001107,VMP subsequent to 407917008,41487011000001107,VMP
41524311000001101,VMP subsequent to 332258000,41524311000001101,VMP
41524411000001108,VMP subsequent to 374906008,41524411000001108,VMP
41524511000001107,VMP subsequent to 333177004,41524511000001107,VMP
41524611000001106,VMP subsequent to 333180003,41524611000001106,VMP
41524711000001102,VMP subsequent to 333196000,41524711000001102,VMP
41524811000001105,VMP subsequent to 333253001,41524811000001105,VMP
41735911000001100,VMP subsequent to 332211008,41735911000001100,VMP
41736011000001108,VMP subsequent to 332213006,41736011000001108,VMP
41736111000001109,VMP subsequent to 442752002,41736111000001109,VMP
41736211000001103,VMP subsequent to 332378006,41736211000001103,VMP
41736311000001106,VMP subsequent to 416585000,41736311000001106,VMP
41736411000001104,VMP subsequent to 135588001,41736411000001104,VMP
41736511000001100,VMP subsequent to 331259005,41736511000001100,VMP
41736611000001101,VMP subsequent to 331640004,41736611000001101,VMP
41736711000001105,VMP subsequent to 135589009,41736711000001105,VMP
41736811000001102,VMP subsequent to 332388007,41736811000001102,VMP
41736911000001107,VMP subsequent to 332387002,41736911000001107,VMP
41737011000001106,VMP subsequent to 408140005,41737011000001106,VMP
41737111000001107,VMP subsequent to 332396002,41737111000001107,VMP
41737211000001101,VMP subsequent to 332385005,41737211000001101,VMP
41737311000001109,VMP subsequent to 331832008,41737311000001109,VMP
41737411000001102,VMP subsequent to 374014000,41737411000001102,VMP
41737511000001103,VMP subsequent to 347332006,41737511000001103,VMP
41737611000001104,VMP subsequent to 333133006,41737611000001104,VMP
41737711000001108,VMP subsequent to 331288006,41737711000001108,VMP
41737811000001100,VMP subsequent to 331284008,41737811000001100,VMP
41737911000001105,VMP subsequent to 333200005,41737911000001105,VMP
41738011000001107,VMP subsequent to 416692000,41738011000001107,VMP
41738111000001108,VMP subsequent to 333201009,41738111000001108,VMP
41738211000001102,VMP subsequent to 331177008,41738211000001102,VMP
41738311000001105,VMP subsequent to 407809004,41738311000001105,VMP
41738411000001103,VMP subsequent to 375770003,41738411000001103,VMP
41738511000001104,VMP subsequent to 332723003,41738511000001104,VMP
41738611000001100,VMP subsequent to 332095007,41738611000001100,VMP
41738711000001109,VMP subsequent to 331596000,41738711000001109,VMP
41738811000001101,VMP subsequent to 134795004,41738811000001101,VMP
41738911000001106,VMP subsequent to 331505006,41738911000001106,VMP
41739011000001102,VMP subsequent to 331434003,41739011000001102,VMP
41739111000001101,VMP subsequent to 326119009,41739111000001101,VMP
41739211000001107,VMP subsequent to 326120003,41739211000001107,VMP
41739311000001104,VMP subsequent to 332350005,41739311000001104,VMP
41739411000001106,VMP subsequent to 332346003,41739411000001106,VMP
41739511000001105,VMP subsequent to 332351009,41739511000001105,VMP
41739611000001109,VMP subsequent to 332347007,41739611000001109,VMP
41739711000001100,VMP subsequent to 325577001,41739711000001100,VMP
41739811000001108,VMP subsequent to 330229006,41739811000001108,VMP
41739911000001103,VMP subsequent to 331938006,41739911000001103,VMP
41740011000001109,VMP subsequent to 332826001,41740011000001109,VMP
41740111000001105,VMP subsequent to 332449009,41740111000001105,VMP
41740211000001104,VMP subsequent to 333487009,41740211000001104,VMP
41740311000001107,VMP subsequent to 375446003,41740311000001107,VMP
41740411000001100,VMP subsequent to 334688000,41740411000001100,VMP
41740511000001101,VMP subsequent to 6259002,41740511000001101,VMP
41740611000001102,VMP subsequent to 330274004,41740611000001102,VMP
41740711000001106,VMP subsequent to 400729005,41740711000001106,VMP
41740811000001103,VMP subsequent to 330202001,41740811000001103,VMP
41740911000001108,VMP subsequent to 332366007,41740911000001108,VMP
41741011000001100,VMP subsequent to 347343003,41741011000001100,VMP
41741111000001104,VMP subsequent to 375579000,41741111000001104,VMP
41741211000001105,VMP subsequent to 332406008,41741211000001105,VMP
41741311000001102,VMP subsequent to 375594001,41741311000001102,VMP
41741411000001109,VMP subsequent to 332405007,41741411000001109,VMP
41741511000001108,VMP subsequent to 330203006,41741511000001108,VMP
41741611000001107,VMP subsequent to 335285000,41741611000001107,VMP
41741711000001103,VMP subsequent to 331263003,41741711000001103,VMP
41741811000001106,VMP subsequent to 334223003,41741811000001106,VMP
41741911000001101,VMP subsequent to 334240007,41741911000001101,VMP
41742011000001108,VMP subsequent to 334246001,41742011000001108,VMP
41742111000001109,VMP subsequent to 334243009,41742111000001109,VMP
41742211000001103,VMP subsequent to 334219006,41742211000001103,VMP
41742311000001106,VMP subsequent to 326632000,41742311000001106,VMP
41742411000001104,VMP subsequent to 320952008,41742411000001104,VMP
41742511000001100,VMP subsequent to 377042006,41742511000001100,VMP
41742611000001101,VMP subsequent to 332983005,41742611000001101,VMP
41742711000001105,VMP subsequent to 326286000,41742711000001105,VMP
41742811000001102,VMP subsequent to 332984004,41742811000001102,VMP
41742911000001107,VMP subsequent to 331231009,41742911000001107,VMP
41743011000001104,VMP subsequent to 324682007,41743011000001104,VMP
41743111000001103,VMP subsequent to 421143007,41743111000001103,VMP
41743211000001109,VMP subsequent to 332051001,41743211000001109,VMP
41743311000001101,VMP subsequent to 334277004,41743311000001101,VMP
41743411000001108,VMP subsequent to 332376005,41743411000001108,VMP
41743511000001107,VMP subsequent to 326481008,41743511000001107,VMP
41743611000001106,VMP subsequent to 333110005,41743611000001106,VMP
41743711000001102,VMP subsequent to 333104005,41743711000001102,VMP
41743811000001105,VMP subsequent to 330233004,41743811000001105,VMP
41743911000001100,VMP subsequent to 332454000,41743911000001100,VMP
41744011000001102,VMP subsequent to 329296008,41744011000001102,VMP
41744111000001101,VMP subsequent to 329294006,41744111000001101,VMP
41744211000001107,VMP subsequent to 329295007,41744211000001107,VMP
41744311000001104,VMP subsequent to 333340001,41744311000001104,VMP
41744411000001106,VMP subsequent to 332708008,41744411000001106,VMP
41744511000001105,VMP subsequent to 325626002,41744511000001105,VMP
41744611000001109,VMP subsequent to 325627006,41744611000001109,VMP
41744711000001100,VMP subsequent to 347331004,41744711000001100,VMP
41744811000001108,VMP subsequent to 400627002,41744811000001108,VMP
41744911000001103,VMP subsequent to 347340000,41744911000001103,VMP
41745011000001103,VMP subsequent to 332753005,41745011000001103,VMP
41745111000001102,VMP subsequent to 332373002,41745111000001102,VMP
41745211000001108,VMP subsequent to 332430005,41745211000001108,VMP
41747711000001107,VMP subsequent to 332719006,41747711000001107,VMP
41747811000001104,VMP subsequent to 333347003,41747811000001104,VMP
41747911000001109,VMP subsequent to 333349000,41747911000001109,VMP
41748011000001106,VMP subsequent to 331126001,41748011000001106,VMP
41748111000001107,VMP subsequent to 332722008,41748111000001107,VMP
41748211000001101,VMP subsequent to 375046008,41748211000001101,VMP
41748311000001109,VMP subsequent to 331617003,41748311000001109,VMP
41748411000001102,VMP subsequent to 332318000,41748411000001102,VMP
41748511000001103,VMP subsequent to 332953001,41748511000001103,VMP
41748611000001104,VMP subsequent to 332329001,41748611000001104,VMP
41748711000001108,VMP subsequent to 332355000,41748711000001108,VMP
41748811000001100,VMP subsequent to 332331005,41748811000001100,VMP
41748911000001105,VMP subsequent to 332332003,41748911000001105,VMP
41749011000001101,VMP subsequent to 375964004,41749011000001101,VMP
41749111000001100,VMP subsequent to 331163005,41749111000001100,VMP
41749211000001106,VMP subsequent to 335196002,41749211000001106,VMP
41749311000001103,VMP subsequent to 331533006,41749311000001103,VMP
41749411000001105,VMP subsequent to 331522008,41749411000001105,VMP
41749511000001109,VMP subsequent to 331532001,41749511000001109,VMP
41749611000001108,VMP subsequent to 331524009,41749611000001108,VMP
41749711000001104,VMP subsequent to 331384006,41749711000001104,VMP
41749811000001107,VMP subsequent to 400760005,41749811000001107,VMP
41749911000001102,VMP subsequent to 332966001,41749911000001102,VMP
41757911000001106,VMP subsequent to 324881002,41757911000001106,VMP
41758011000001108,VMP subsequent to 407801001,41758011000001108,VMP
41758111000001109,VMP subsequent to 413468006,41758111000001109,VMP
41758211000001103,VMP subsequent to 428480001,41758211000001103,VMP
41758311000001106,VMP subsequent to 429662009,41758311000001106,VMP
41758411000001104,VMP subsequent to 413593005,41758411000001104,VMP
41758611000001101,VMP subsequent to 413594004,41758611000001101,VMP
41758711000001105,VMP subsequent to 413595003,41758711000001105,VMP
41758811000001102,VMP subsequent to 424264002,41758811000001102,VMP
41759011000001103,VMP subsequent to 327071005,41759011000001103,VMP
41759111000001102,VMP subsequent to 327072003,41759111000001102,VMP
41759311000001100,VMP subsequent to 327070006,41759311000001100,VMP
41759711000001101,VMP subsequent to 327083007,41759711000001101,VMP
41759811000001109,VMP subsequent to 327090002,41759811000001109,VMP
41760011000001102,VMP subsequent to 327082002,41760011000001102,VMP
41760111000001101,VMP subsequent to 327085000,41760111000001101,VMP
41760611000001109,VMP subsequent to 703639002,41760611000001109,VMP
41760811000001108,VMP subsequent to 703640000,41760811000001108,VMP
41760911000001103,VMP subsequent to 703647002,41760911000001103,VMP
41761011000001106,VMP subsequent to 703648007,41761011000001106,VMP
41761111000001107,VMP subsequent to 424058002,41761111000001107,VMP
41761211000001101,VMP subsequent to 424254006,41761211000001101,VMP
41761311000001109,VMP subsequent to 425166003,41761311000001109,VMP
41761411000001102,VMP subsequent to 329484004,41761411000001102,VMP
41761511000001103,VMP subsequent to 324814004,41761511000001103,VMP
41761711000001108,VMP subsequent to 324813005,41761711000001108,VMP
41761811000001100,VMP subsequent to 324812000,41761811000001100,VMP
41761911000001105,VMP subsequent to 324811007,41761911000001105,VMP
41762011000001103,VMP subsequent to 324876006,41762011000001103,VMP
41762111000001102,VMP subsequent to 324877002,41762111000001102,VMP
41762211000001108,VMP subsequent to 324875005,41762211000001108,VMP
41762311000001100,VMP subsequent to 395518008,41762311000001100,VMP
41762411000001107,VMP subsequent to 442045008,41762411000001107,VMP
41762511000001106,VMP subsequent to 441486009,41762511000001106,VMP
41762711000001101,VMP subsequent to 449131003,41762711000001101,VMP
41762811000001109,VMP subsequent to 409211007,41762811000001109,VMP
41762911000001104,VMP subsequent to 703685004,41762911000001104,VMP
41763011000001107,VMP subsequent to 414124007,41763011000001107,VMP
41763111000001108,VMP subsequent to 414125008,41763111000001108,VMP
41763211000001102,VMP subsequent to 414126009,41763211000001102,VMP
41763311000001105,VMP subsequent to 433917006,41763311000001105,VMP
41763411000001103,VMP subsequent to 441953000,41763411000001103,VMP
41763511000001104,VMP subsequent to 447132004,41763511000001104,VMP
41763611000001100,VMP subsequent to 446482007,41763611000001100,VMP
41763711000001109,VMP subsequent to 441726005,41763711000001109,VMP
41763811000001101,VMP subsequent to 446483002,41763811000001101,VMP
41763911000001106,VMP subsequent to 416206000,41763911000001106,VMP
41764011000001109,VMP subsequent to 407101003,41764011000001109,VMP
41764111000001105,VMP subsequent to 400446007,41764111000001105,VMP
41764211000001104,VMP subsequent to 329504004,41764211000001104,VMP
41764311000001107,VMP subsequent to 134737005,41764311000001107,VMP
41764411000001100,VMP subsequent to 324850006,41764411000001100,VMP
41764511000001101,VMP subsequent to 324856000,41764511000001101,VMP
41764611000001102,VMP subsequent to 324852003,41764611000001102,VMP
41764711000001106,VMP subsequent to 400687000,41764711000001106,VMP
41764811000001103,VMP subsequent to 703825000,41764811000001103,VMP
41764911000001108,VMP subsequent to 328570003,41764911000001108,VMP
41765011000001108,VMP subsequent to 420966002,41765011000001108,VMP
41765111000001109,VMP subsequent to 422330004,41765111000001109,VMP
41765211000001103,VMP subsequent to 428594002,41765211000001103,VMP
41765311000001106,VMP subsequent to 429701009,41765311000001106,VMP
41765411000001104,VMP subsequent to 329469008,41765411000001104,VMP
41765511000001100,VMP subsequent to 329468000,41765511000001100,VMP
41765611000001101,VMP subsequent to 318299008,41765611000001101,VMP
41765711000001105,VMP subsequent to 425120008,41765711000001105,VMP
41765811000001102,VMP subsequent to 416860003,41765811000001102,VMP
41765911000001107,VMP subsequent to 408152003,41765911000001107,VMP
41766011000001104,VMP subsequent to 327104000,41766011000001104,VMP
41766111000001103,VMP subsequent to 327109005,41766111000001103,VMP
41766211000001109,VMP subsequent to 327106003,41766211000001109,VMP
41766311000001101,VMP subsequent to 324866008,41766311000001101,VMP
41766411000001108,VMP subsequent to 324867004,41766411000001108,VMP
41766511000001107,VMP subsequent to 324862005,41766511000001107,VMP
41766611000001106,VMP subsequent to 449001007,41766611000001106,VMP
41766711000001102,VMP subsequent to 324865007,41766711000001102,VMP
41766811000001105,VMP subsequent to 427962003,41766811000001105,VMP
41767111000001100,VMP subsequent to 386022002,41767111000001100,VMP
